RID,GroupAssignment,Age_Yrs,Year_of_Study,Live_Pets,Consumer_BARK,S1_1,HO1_1,HO1_2,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,L1_8,L1_9,L1_10,L1_11,L1_12,L1_13,L1_14,L1_15,L1_16,L1_17,L1_18,L1_19,L1_20,PN1_1,PN1_2,PN1_3,PN1_4,PN1_5,PN1_6,PN1_7,PN1_8,PN1_9,PN1_10,HA1_1,HA1_2,HA1_3,HA1_4,SC1_1,SC1_2,SC1_3,SC1_4,SC1_5,SC1_6,SC1_7,SC1_8,SC1_9,SC1_10,SC1_11,SC1_12,SC1_13,SC1_14,SC1_15,SC1_16,SC1_17,SC1_18,SC1_19,SC1_20,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,S2_1,HO2_1,HO2_2,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6,L2_7,L2_8,L2_9,L2_10,L2_11,L2_12,L2_13,L2_14,L2_15,L2_16,L2_17,L2_18,L2_19,L2_20,PN2_1,PN2_2,PN2_3,PN2_4,PN2_5,PN2_6,PN2_7,PN2_8,PN2_9,PN2_10,HA2_1,HA2_2,HA2_3,HA2_4,SC2_1,SC2_2,SC2_3,SC2_4,SC2_5,SC2_6,SC2_7,SC2_8,SC2_9,SC2_10,SC2_11,SC2_12,SC2_13,SC2_14,SC2_15,SC2_16,SC2_17,SC2_18,SC2_19,SC2_20,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8
239,Direct,19,2,1,1,3,2,1,3,4,4,4,3,1,2,3,4,3,1,1,4,1,3,2,1,3,3,3,2,2,4,1,4,3,4,5,2,3,4,4,4,2,5,6,2,5,3,3,4,4,4,3,4,3,3,5,4,5,2,4,5,3,7,5,6,7,7,7,6,6,3,3,1,sometimes,often,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,often,rarely,never,rarely,often,never,rarely,rarely,never,sometimes,rarely,rarely,2,2,5,2,4,3,4,5,2,3,5,5,4,2,5,5,3,5,2,2,5,4,5,strongly disagree,5,2,5,5,5,5,4,strongly agree,4,3,7,5,6,6,7,7,6,7
240,Indirect,19,2,2,1,2,1,4,4,2,2,2,4,4,1,3,4,4,2,2,3,2,3,4,3,2,4,4,1,2,4,1,3,2,3,3,1,3,4,3,3,2,4,4,1,4,5,2,1,4,2,5,2,5,2,3,2,5,2,2,5,2,6,6,6,6,6,6,6,6,2,1,5,often,rarely,rarely,rarely,often,sometimes,rarely,sometimes,sometimes,often,rarely,rarely,rarely,rarely,often,often,sometimes,rarely,often,often,1,2,4,1,4,2,3,4,1,3,4,3,4,3,5,4,strongly agree,5,5,2,2,5,2,5,2,5,2,4,3,5,2,2,strongly agree,2,6,6,6,6,6,6,6,6
241,Control,18,1,2,1,4,3,3,3,3,2,3,3,3,4,2,3,3,3,3,2,3,2,3,3,2,4,4,1,1,2,1,3,4,3,2,1,3,4,4,3,2,2,4,3,3,3,2,1,4,3,4,3,4,2,3,3,5,4,3,3,4,6,6,6,6,6,6,6,6,3,3,3,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,often,often,2,1,1,1,3,2,3,3,1,2,4,4,3,4,4,4,3,3,3,4,4,4,3,4,2,4,3,3,3,4,3,2,3,3,5,5,5,4,6,6,6,6
242,Direct,19,1,2,1,5,4,4,3,4,3,4,4,4,3,2,3,4,3,2,3,4,2,4,4,3,3,3,3,1,3,1,3,4,3,2,1,4,2,2,3,4,3,5,1,4,4,5,6,4,5,5,5,4,5,5,6,5,4,4,6,4,6,7,6,6,5,5,5,5,3,3,4,sometimes,sometimes,rarely,sometimes,often,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,rarely,rarely,rarely,sometimes,often,sometimes,rarely,sometimes,sometimes,2,1,2,1,3,4,2,2,1,4,3,4,3,4,4,3,2,5,4,4,4,5,4,strongly agree,4,5,5,5,5,strongly agree,4,3,strongly agree,4,6,6,5,6,5,6,6,6
243,Indirect,27,2,1,1,4,1,2,3,2,2,2,3,3,2,3,3,4,3,2,2,2,3,3,4,3,4,4,2,1,3,2,3,4,3,3,2,2,4,4,3,1,3,3,2,2,4,5,3,3,3,5,4,4,3,4,5,4,3,3,5,3,6,7,3,6,5,6,6,5,3,1,2,sometimes,rarely,rarely,rarely,often,sometimes,rarely,sometimes,sometimes,often,sometimes,rarely,rarely,sometimes,sometimes,sometimes,often,sometimes,often,often,2,1,2,2,3,4,3,3,2,2,4,4,3,2,3,3,2,2,4,4,3,4,3,5,3,3,3,5,5,5,4,3,strongly agree,2,6,6,3,6,5,6,6,6
244,Control,21,3,1,1,3,1,4,4,2,2,2,4,4,1,3,4,4,2,1,2,2,4,4,2,3,4,4,2,1,3,1,2,1,2,3,1,3,5,4,4,1,5,4,1,5,6,3,2,5,2,5,3,4,3,4,2,6,2,1,5,3,6,7,5,7,7,7,7,7,1,1,4,often,rarely,never,rarely,often,sometimes,rarely,sometimes,often,often,rarely,rarely,never,rarely,often,often,rarely,never,often,often,1,1,3,1,4,1,2,4,1,4,5,5,5,1,5,5,strongly disagree,5,strongly agree,strongly disagree,2,strongly agree,2,5,2,5,2,strongly agree,3,strongly agree,2,2,5,2,6,6,6,7,6,7,7,7
245,Direct,21,3,2,1,3,1,5,4,1,1,2,4,3,2,3,4,4,2,3,1,2,4,3,1,3,4,4,1,2,3,2,2,1,4,3,1,5,5,4,4,2,4,4,2,5,5,2,2,3,2,4,2,5,2,6,2,4,1,3,4,1,5,6,6,6,5,7,5,6,3,1,5,often,never,never,rarely,often,sometimes,never,rarely,often,often,rarely,rarely,never,rarely,often,often,never,rarely,sometimes,often,1,1,3,1,2,1,4,3,1,5,5,5,4,1,5,4,2,strongly agree,strongly agree,2,2,5,strongly disagree,5,strongly disagree,5,2,strongly agree,2,5,strongly disagree,2,4,strongly disagree,5,7,6,6,6,7,6,6
246,Indirect,20,2,1,1,4,1,4,3,2,1,2,4,3,1,2,4,4,4,1,2,1,4,3,3,2,3,3,2,1,2,2,3,4,4,3,1,2,4,5,4,2,1,3,2,4,5,2,4,3,4,4,3,5,2,5,2,5,2,2,5,2,5,7,6,6,6,6,6,4,3,2,4,rarely,never,never,rarely,often,sometimes,rarely,rarely,sometimes,often,never,never,rarely,never,often,sometimes,often,rarely,sometimes,often,1,2,2,2,,5,4,3,2,3,4,4,3,2,3,3,2,4,5,2,2,5,2,5,3,5,2,strongly agree,2,5,strongly disagree,3,5,2,6,6,5,7,6,6,5,5
247,Control,23,3,2,1,4,1,5,3,2,1,1,4,3,3,2,4,4,2,2,2,1,4,3,2,1,4,4,3,1,4,1,5,2,5,5,2,4,4,4,5,1,6,5,1,5,5,1,1,6,1,5,1,6,1,5,1,6,1,1,6,1,7,7,7,6,7,7,6,6,2,1,5,often,never,never,never,often,sometimes,never,rarely,often,often,never,often,never,never,often,often,rarely,never,often,often,2,1,4,1,5,2,4,4,2,4,5,4,5,1,5,5,strongly disagree,5,strongly agree,strongly disagree,strongly disagree,strongly agree,2,5,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,7,6,6,7,7,6,6
248,Direct,20,2,1,1,2,1,5,4,1,1,1,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,2,1,2,1,5,2,5,3,2,5,4,5,4,1,5,5,1,6,6,1,1,5,1,6,1,5,1,6,1,6,1,1,6,1,7,7,7,7,7,7,6,7,1,1,5,often,never,never,never,often,often,never,never,often,often,never,never,never,never,often,often,rarely,never,often,often,1,1,1,1,5,2,5,3,1,5,5,5,5,1,5,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,5,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,7,7,7,7,7,6,7
249,Indirect,21,3,1,1,3,2,4,4,2,1,2,4,3,1,1,3,4,1,1,1,2,4,4,3,2,4,4,2,1,4,1,3,2,4,5,2,5,4,3,2,3,5,4,2,5,5,2,1,4,1,6,2,6,1,5,2,5,1,1,5,2,6,6,6,6,7,6,7,7,2,1,4,often,never,never,never,often,often,never,never,often,often,never,never,rarely,rarely,often,often,rarely,never,often,often,1,1,5,1,4,1,5,5,2,5,4,4,3,1,strongly agree,5,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,5,strongly disagree,strongly agree,strongly disagree,strongly disagree,5,strongly disagree,6,7,7,6,7,6,7,7
250,Direct,18,1,2,1,4,3,2,4,2,2,3,3,3,2,2,3,3,2,2,2,1,3,3,3,3,4,3,1,2,4,1,2,3,4,4,2,4,4,3,2,3,4,4,2,4,4,3,2,5,2,4,3,5,3,4,2,4,3,3,4,2,4,4,6,5,6,6,6,5,2,2,3,often,rarely,never,rarely,sometimes,often,never,rarely,sometimes,sometimes,rarely,rarely,rarely,never,often,sometimes,sometimes,rarely,often,sometimes,1,1,3,1,4,1,3,3,1,4,4,4,3,2,5,4,2,4,5,3,2,4,2,4,2,5,2,5,2,5,2,3,4,2,6,5,6,5,6,6,6,5
251,Indirect,19,1,1,1,5,1,3,3,2,1,1,4,3,1,2,4,3,3,1,1,1,4,4,1,1,4,4,2,1,3,1,2,4,5,4,2,3,4,4,3,1,4,4,1,4,6,2,1,5,1,6,3,5,5,6,2,6,1,2,5,1,6,6,7,7,6,7,7,6,3,1,4,often,rarely,never,never,often,sometimes,never,sometimes,often,often,rarely,never,never,never,often,sometimes,rarely,never,often,often,2,1,2,1,3,3,4,2,2,3,4,4,4,2,5,4,strongly disagree,3,strongly agree,3,2,5,2,4,2,5,2,strongly agree,2,strongly agree,strongly disagree,strongly disagree,5,strongly disagree,7,5,5,7,6,7,7,6
252,Control,19,1,1,1,5,2,5,3,2,3,2,4,4,2,2,4,4,3,3,3,3,2,3,3,3,2,3,4,1,4,4,4,5,5,1,4,3,2,2,2,4,5,4,3,4,5,4,3,4,4,4,4,5,5,4,5,6,5,4,5,2,5,5,4,6,6,6,6,6,5,1,2,sometimes,sometimes,sometimes,sometimes,sometimes,often,rarely,rarely,often,often,rarely,rarely,sometimes,rarely,rarely,sometimes,rarely,sometimes,sometimes,sometimes,3,1,4,4,4,4,4,1,3,2,2,2,2,4,5,4,3,5,4,4,3,4,4,4,4,4,3,5,5,strongly agree,4,4,5,3,6,6,5,6,6,6,6,7
253,Direct,19,1,2,1,3,1,4,4,1,1,2,4,3,2,2,3,4,2,2,2,1,3,3,3,2,3,3,1,1,3,1,2,3,4,4,2,1,4,4,3,2,2,4,5,5,6,3,2,4,2,5,2,5,2,3,2,5,1,3,6,2,5,6,5,7,7,6,5,6,3,1,4,often,rarely,never,rarely,often,sometimes,rarely,sometimes,often,often,never,never,never,never,sometimes,often,sometimes,rarely,often,often,1,1,3,2,3,3,4,4,2,2,4,4,4,3,3,4,4,5,5,3,2,4,strongly disagree,5,2,5,5,3,2,strongly agree,strongly disagree,3,5,3,5,7,6,6,6,7,4,6
254,Indirect,18,1,2,1,3,1,4,3,1,1,2,4,4,1,1,4,4,2,1,1,2,2,4,4,3,3,4,3,1,4,4,3,5,4,5,1,5,5,4,2,2,4,5,2,4,4,3,1,5,3,5,3,5,3,4,3,5,4,3,5,1,7,7,7,7,7,7,5,6,3,1,4,sometimes,never,never,rarely,often,sometimes,never,never,often,sometimes,rarely,never,never,never,sometimes,often,often,rarely,often,often,4,1,4,2,4,4,4,4,2,5,5,4,2,2,4,4,strongly disagree,4,4,2,strongly disagree,5,3,5,2,5,3,4,2,5,4,3,5,3,7,7,7,7,7,7,5,6
255,Control,19,2,2,1,4,1,3,3,4,3,4,3,2,3,2,3,2,4,3,2,4,3,2,4,3,3,2,3,1,4,3,2,5,4,4,4,3,3,2,2,4,2,4,3,4,3,4,5,3,4,2,4,4,4,5,4,4,5,4,2,3,6,3,5,5,6,6,6,7,4,1,3,rarely,sometimes,sometimes,often,sometimes,rarely,sometimes,rarely,sometimes,rarely,often,sometimes,often,sometimes,sometimes,rarely,often,sometimes,rarely,rarely,3,1,4,4,2,5,4,4,4,3,3,2,2,4,2,2,5,3,3,4,5,3,4,2,4,4,4,4,4,3,5,4,2,4,6,3,4,5,6,6,5,6
256,Direct,19,1,2,1,1,3,3,3,3,2,3,3,3,2,3,2,3,3,3,4,4,3,2,2,4,3,3,2,1,4,1,2,1,3,4,1,5,4,2,5,4,5,4,2,5,3,4,4,4,4,4,4,4,3,3,5,5,4,3,6,2,5,5,5,6,7,6,6,6,1,1,4,sometimes,rarely,rarely,rarely,sometimes,sometimes,never,rarely,rarely,often,rarely,never,sometimes,sometimes,sometimes,rarely,rarely,sometimes,sometimes,often,2,1,4,1,3,1,3,4,1,5,4,3,4,4,5,4,2,5,5,4,3,5,4,4,4,4,3,5,4,5,4,3,strongly agree,3,5,5,6,6,6,6,6,6
257,Indirect,20,2,1,1,4,1,3,4,3,1,1,4,3,2,2,3,4,1,1,1,1,4,4,3,2,4,4,1,1,2,1,3,3,3,5,1,3,4,5,4,3,4,5,1,3,6,1,2,4,1,5,1,5,2,6,2,5,2,1,6,1,7,7,6,7,7,7,7,7,2,1,4,often,never,never,never,often,often,never,never,often,often,never,never,never,never,often,often,sometimes,rarely,often,often,1,1,4,1,4,1,3,4,1,3,5,5,5,2,5,strongly agree,strongly disagree,5,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,5,strongly disagree,strongly agree,strongly disagree,strongly agree,2,5,strongly disagree,2,strongly agree,strongly disagree,7,7,6,7,7,7,7,7
258,Control,20,1,2,1,2,3,5,4,2,1,1,4,4,1,1,3,4,1,1,2,1,4,4,3,1,4,4,1,1,3,1,4,2,3,2,1,2,5,5,5,2,4,5,1,5,6,2,2,6,1,6,2,5,2,6,1,6,2,2,6,1,6,6,6,7,6,7,7,7,1,2,5,often,never,rarely,rarely,often,often,rarely,never,often,often,rarely,never,rarely,never,often,sometimes,sometimes,never,often,often,1,1,3,1,3,1,3,2,1,3,5,4,5,1,5,5,strongly disagree,strongly agree,strongly agree,2,strongly disagree,5,strongly disagree,5,2,5,2,strongly agree,2,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,6,6,6,6,6,7,7,7
259,Direct,20,3,2,1,4,2,4,3,1,1,2,4,4,2,2,4,3,1,2,2,3,4,3,2,2,4,4,1,2,2,2,3,1,4,3,2,3,4,3,3,2,3,4,2,5,5,3,3,,1,4,2,6,2,5,2,5,1,2,5,1,6,5,6,6,7,7,5,6,3,1,4,often,never,never,rarely,often,sometimes,rarely,never,often,often,never,never,rarely,never,often,sometimes,never,rarely,often,often,1,1,3,1,4,2,4,3,1,3,4,3,4,1,3,4,2,5,5,2,2,strongly agree,strongly disagree,5,2,strongly agree,strongly disagree,strongly agree,2,5,strongly disagree,2,5,strongly disagree,6,6,7,6,7,7,5,6
260,Indirect,19,2,1,1,3,1,3,3,2,2,2,3,3,3,3,2,4,2,3,3,2,3,3,3,2,3,3,1,1,2,1,3,3,3,4,1,3,4,3,3,2,4,4,2,3,4,3,3,5,2,4,3,4,4,5,2,4,2,3,4,3,5,5,6,6,6,6,5,5,2,1,3,sometimes,rarely,rarely,rarely,often,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,rarely,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1,1,2,1,3,1,3,3,1,3,4,3,3,2,4,5,2,3,4,2,2,4,2,3,2,4,4,5,2,4,2,2,4,2,6,5,6,6,6,7,5,5
261,Control,36,3,2,1,4,1,4,3,1,1,1,4,3,1,2,4,4,1,1,1,1,4,3,3,2,4,4,1,1,4,1,4,2,5,5,1,4,5,4,4,1,5,5,1,6,6,1,1,5,2,5,1,5,2,5,1,6,1,1,5,1,7,7,7,7,7,7,7,7,2,1,4,sometimes,never,never,never,often,often,never,never,often,often,never,never,never,never,often,often,sometimes,rarely,often,often,1,1,4,1,5,1,5,5,1,5,5,4,5,1,5,5,strongly disagree,5,strongly agree,strongly disagree,strongly disagree,5,strongly disagree,5,strongly disagree,4,4,5,strongly disagree,5,2,strongly disagree,strongly agree,strongly disagree,7,7,7,7,7,7,7,7
262,Direct,22,3,2,1,3,1,5,4,3,3,3,4,4,1,2,4,4,2,1,1,2,3,4,3,2,4,4,2,1,5,1,5,3,5,5,2,5,4,4,3,2,5,5,1,4,5,2,1,4,1,6,2,5,1,6,1,5,2,1,6,1,6,6,5,7,7,6,7,7,1,1,5,,rarely,never,rarely,often,often,never,never,often,often,rarely,rarely,never,never,sometimes,sometimes,sometimes,never,often,often,2,1,5,1,5,2,5,5,2,5,5,4,4,2,4,strongly agree,strongly disagree,5,strongly agree,strongly disagree,strongly disagree,4,strongly disagree,strongly agree,strongly disagree,5,strongly disagree,5,strongly disagree,strongly agree,2,strongly disagree,strongly agree,strongly disagree,6,7,7,7,6,6,7,7
263,Indirect,19,1,2,1,4,2,4,4,3,2,2,4,4,2,2,3,4,2,2,2,2,4,3,3,2,4,4,1,1,3,1,2,3,3,3,2,3,4,3,3,2,5,5,1,4,4,2,1,5,2,4,2,5,5,3,2,4,1,2,6,1,5,6,5,6,5,7,4,6,4,2,4,sometimes,rarely,rarely,sometimes,often,often,rarely,rarely,sometimes,often,rarely,rarely,rarely,rarely,sometimes,often,sometimes,rarely,sometimes,often,1,1,2,1,3,3,3,3,2,3,4,3,3,2,5,5,strongly disagree,4,4,2,strongly disagree,5,2,5,2,4,strongly disagree,3,4,5,strongly disagree,2,strongly agree,2,5,6,5,6,6,7,4,6
264,Control,19,1,2,1,4,3,4,4,2,1,3,4,4,1,2,4,4,2,1,2,2,4,4,3,2,4,4,1,1,2,1,4,2,4,4,2,2,5,4,4,1,4,3,1,3,5,2,1,5,1,6,2,5,1,4,1,5,2,2,6,1,5,7,6,6,6,7,6,6,4,3,5,often,never,never,rarely,often,often,never,never,often,often,never,never,rarely,rarely,often,often,sometimes,rarely,often,often,2,1,3,1,4,3,4,4,2,3,5,4,4,1,5,5,strongly disagree,4,strongly agree,2,strongly disagree,5,strongly disagree,5,2,5,strongly disagree,4,strongly disagree,5,strongly disagree,strongly disagree,strongly agree,strongly disagree,6,7,6,5,6,6,6,6
265,Direct,18,1,1,1,2,1,3,3,4,2,3,3,2,2,4,3,3,4,2,3,3,2,2,2,3,4,4,3,2,3,1,4,3,5,3,2,4,4,3,4,3,5,4,3,4,4,2,4,4,3,3,2,2,2,4,1,5,3,5,5,1,7,6,5,6,7,7,7,6,1,1,3,sometimes,sometimes,never,rarely,sometimes,sometimes,rarely,rarely,sometimes,rarely,rarely,never,sometimes,sometimes,rarely,rarely,sometimes,rarely,often,often,1,2,3,1,5,2,5,3,1,5,4,4,5,2,5,5,2,5,3,strongly disagree,strongly disagree,5,strongly disagree,3,2,2,strongly disagree,strongly agree,2,strongly agree,strongly disagree,4,5,2,7,7,6,6,7,7,7,7
266,Indirect,18,1,1,1,2,1,4,3,2,2,2,3,4,3,2,3,4,3,2,3,2,3,2,4,3,3,3,1,1,2,1,2,3,4,3,1,4,4,4,4,2,1,3,2,1,5,3,2,4,2,3,2,4,3,4,4,4,2,2,6,4,6,5,6,6,7,7,7,7,1,1,4,sometimes,rarely,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,often,sometimes,rarely,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,often,1,1,2,1,1,3,4,3,1,4,4,4,4,1,strongly disagree,3,2,strongly disagree,4,2,2,3,2,4,,4,3,4,3,4,3,2,5,4,6,6,6,6,6,7,7,7
267,Control,19,2,2,1,5,4,3,3,3,2,2,4,3,2,3,3,3,2,3,2,2,4,3,3,2,4,4,3,1,1,2,1,1,1,3,1,3,3,3,4,2,4,4,1,4,4,3,3,5,2,5,3,4,3,4,3,5,1,1,5,1,4,6,3,7,5,6,6,6,3,2,3,often,rarely,never,rarely,often,often,rarely,rarely,sometimes,often,rarely,rarely,rarely,rarely,often,rarely,rarely,rarely,often,often,1,1,1,1,3,2,2,2,1,3,4,3,4,2,4,5,2,5,5,strongly disagree,2,5,strongly disagree,4,3,5,5,strongly agree,2,5,strongly disagree,2,4,strongly disagree,6,6,6,6,6,6,6,6
268,Direct,20,2,2,1,3,4,2,2,4,4,4,2,2,3,4,2,2,4,4,4,4,2,2,4,4,2,2,1,3,3,1,3,2,4,4,2,4,3,4,3,2,2,4,6,3,2,4,6,2,5,4,5,2,5,2,4,2,4,4,1,4,6,2,6,3,6,6,6,5,2,2,3,sometimes,often,often,often,sometimes,sometimes,sometimes,often,rarely,sometimes,sometimes,sometimes,rarely,often,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,1,1,3,1,4,2,4,4,1,4,4,4,4,2,2,4,4,3,2,4,3,2,4,4,4,2,4,2,4,3,4,4,2,2,6,5,6,4,6,6,6,6
269,Indirect,21,4,2,1,4,4,1,3,3,1,2,3,2,2,3,3,2,3,2,3,3,3,2,4,3,4,4,2,1,4,2,3,1,5,4,1,5,3,3,3,2,5,4,2,3,4,5,3,5,4,6,4,2,5,2,3,5,3,2,5,2,6,6,5,4,5,6,6,6,2,4,2,rarely,sometimes,never,rarely,sometimes,rarely,rarely,sometimes,sometimes,sometimes,sometimes,rarely,rarely,sometimes,sometimes,sometimes,sometimes,often,sometimes,sometimes,1,,,2,4,2,5,5,1,5,4,2,4,2,5,4,2,4,3,4,2,5,2,5,4,3,5,2,2,5,3,5,strongly agree,4,6,6,5,4,6,6,6,6
270,Control,24,5,2,1,2,1,3,3,2,2,2,4,4,2,2,4,4,2,1,2,2,3,3,3,2,4,4,1,1,3,1,2,3,3,3,1,3,4,3,4,2,4,4,1,2,5,2,2,5,2,5,2,5,2,4,2,4,3,2,5,2,5,6,6,5,6,5,5,5,3,1,2,often,rarely,rarely,rarely,often,often,rarely,rarely,sometimes,sometimes,rarely,rarely,rarely,rarely,sometimes,sometimes,sometimes,rarely,often,often,1,1,3,1,2,2,3,3,1,3,4,3,4,2,3,4,2,4,5,2,2,5,2,4,2,5,2,4,2,4,3,2,5,2,5,6,6,5,6,5,6,6
271,Direct,23,4,1,1,2,2,3,3,3,3,4,4,2,3,4,3,2,3,3,4,3,4,2,3,4,3,3,1,1,3,3,4,2,4,5,3,4,3,2,2,3,5,5,3,3,3,3,5,5,5,3,4,4,3,5,5,4,6,3,5,3,5,5,5,6,6,6,6,6,1,2,3,sometimes,sometimes,sometimes,sometimes,often,rarely,sometimes,often,sometimes,sometimes,rarely,sometimes,often,sometimes,often,rarely,sometimes,sometimes,often,often,1,1,3,2,4,1,3,4,2,3,3,2,2,3,4,5,3,3,4,4,5,5,4,3,4,4,5,5,4,4,5,3,4,3,6,5,5,6,7,6,6,6
272,Indirect,18,1,2,1,3,1,3,4,3,3,3,4,3,2,3,3,3,4,2,3,2,3,3,3,2,3,3,2,1,4,3,2,4,3,4,1,2,3,2,2,4,2,3,2,4,5,4,3,4,5,4,5,5,4,6,4,5,3,3,5,2,5,7,6,6,6,6,5,5,1,1,3,sometimes,rarely,rarely,sometimes,often,sometimes,rarely,sometimes,often,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,1,1,4,1,2,1,3,4,1,2,4,3,3,3,3,4,2,4,5,3,3,4,4,5,3,4,3,5,4,5,3,4,5,2,5,6,5,6,4,5,5,6
273,Control,19,2,2,1,2,1,4,3,3,1,1,4,4,1,1,3,4,2,2,2,1,3,4,3,2,4,4,2,1,4,1,4,3,3,3,2,4,5,4,3,1,4,4,1,4,6,2,2,5,2,5,2,6,2,5,2,5,2,2,6,1,6,7,4,7,5,6,6,6,1,1,5,sometimes,rarely,never,never,often,often,rarely,rarely,sometimes,often,rarely,rarely,never,never,sometimes,often,sometimes,rarely,often,often,1,1,4,1,4,3,4,3,2,4,4,4,4,2,4,5,strongly disagree,5,strongly agree,2,2,5,2,5,2,5,2,5,2,5,2,2,5,2,6,6,6,6,5,6,6,5
274,Direct,18,1,1,1,3,2,4,4,2,3,3,4,3,2,2,3,4,2,2,3,2,3,3,3,3,3,3,3,1,3,1,3,4,4,4,1,3,4,4,3,2,3,4,2,3,5,3,3,4,3,5,3,4,3,4,3,5,2,3,5,2,6,6,5,5,6,6,6,6,1,2,4,often,rarely,rarely,sometimes,often,often,rarely,rarely,often,often,rarely,rarely,rarely,rarely,sometimes,often,sometimes,rarely,often,often,1,1,3,1,3,4,4,4,1,3,4,4,3,2,4,4,2,4,5,2,2,4,2,5,2,5,2,4,2,5,2,2,5,strongly disagree,6,6,6,5,6,6,6,6
275,Indirect,20,2,1,1,4,2,4,4,3,1,1,4,4,2,3,3,3,2,3,2,1,4,3,4,3,3,3,2,2,4,1,4,4,3,3,1,3,4,4,3,3,4,5,1,5,5,2,2,3,1,5,2,5,3,5,2,5,1,2,6,2,6,7,6,6,6,6,6,6,3,4,4,sometimes,rarely,rarely,rarely,often,often,never,sometimes,sometimes,often,rarely,sometimes,rarely,rarely,often,often,sometimes,rarely,often,often,3,2,4,1,4,4,4,4,1,3,4,3,3,3,4,5,strongly disagree,5,5,2,2,4,strongly disagree,5,2,5,2,5,2,5,strongly disagree,2,strongly agree,strongly disagree,6,7,6,6,6,6,6,6
276,Control,18,1,2,1,1,3,1,4,2,2,3,4,4,3,2,4,3,3,3,2,3,3,3,3,3,4,4,3,2,4,2,4,4,4,5,2,5,4,4,3,3,4,5,2,4,6,2,3,4,3,4,4,5,1,5,2,5,1,1,6,2,6,7,6,6,6,7,7,6,1,3,2,often,rarely,never,sometimes,often,sometimes,sometimes,rarely,often,often,rarely,rarely,rarely,rarely,often,sometimes,sometimes,sometimes,often,often,1,2,3,1,5,3,5,5,2,5,4,4,4,3,4,5,strongly disagree,4,5,2,strongly disagree,5,2,5,2,5,strongly disagree,5,strongly disagree,5,strongly disagree,strongly disagree,strongly agree,strongly disagree,7,7,6,6,7,7,7,7
277,Direct,19,2,2,1,4,2,1,3,3,3,2,4,4,2,2,3,3,3,1,3,3,1,3,3,3,4,2,2,3,2,4,1,3,2,3,4,2,2,3,1,4,4,4,3,3,5,3,2,5,2,6,2,5,5,4,2,5,4,3,6,2,4,6,5,6,6,5,2,6,3,4,3,sometimes,rarely,rarely,sometimes,often,sometimes,rarely,rarely,sometimes,sometimes,rarely,never,sometimes,rarely,rarely,sometimes,rarely,rarely,sometimes,sometimes,1,2,1,3,3,1,3,4,5,3,2,2,2,3,4,4,3,4,4,2,3,5,3,5,3,5,5,5,2,5,3,2,5,3,3,6,5,5,5,4,2,5
278,Indirect,19,2,2,1,3,4,3,3,2,1,2,3,3,3,2,4,3,4,4,4,2,2,3,4,3,3,4,1,1,4,1,3,3,5,4,1,3,4,3,3,1,2,4,3,4,4,2,2,1,3,5,3,4,2,4,2,5,1,3,4,4,3,6,5,5,6,6,6,4,3,4,3,sometimes,rarely,rarely,never,sometimes,sometimes,rarely,sometimes,often,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1,1,4,1,3,2,5,4,1,3,4,3,3,1,2,4,2,2,4,strongly disagree,4,2,2,5,4,3,4,5,2,3,strongly disagree,4,strongly disagree,5,3,5,5,6,6,6,6,4
