Serial,Gender,Ethinicity,Minority,Deprived
1067973,Female or unknown,Other or unknown,yes,yes
1067977,Female or unknown,Black,yes,yes
1068008,Female or unknown,Black,yes,yes
1068024,Female or unknown,Asian,yes,yes
1083430,Female or unknown,Black,yes,yes
1083442,Female or unknown,Black,yes,yes
1083443,Female or unknown,Black,yes,yes
1083446,Female or unknown,Black,yes,yes
1022664,Female or unknown,White,no,no
1022690,Female or unknown,White,no,no
1046303,Female or unknown,White,no,yes
1046306,Female or unknown,White,no,yes
1046310,Female or unknown,White,no,yes
1046313,Female or unknown,Mixed,yes,yes
1046315,Female or unknown,White,no,yes
1046334,Female or unknown,White,no,yes
1049150,Female or unknown,Black,yes,no
1049180,Female or unknown,Mixed,yes,no
1049185,Female or unknown,Asian,yes,no
1049192,Female or unknown,Black,yes,no
1049206,Female or unknown,Other or unknown,yes,no
1071864,Female or unknown,Black,yes,yes
1071892,Female or unknown,Black,yes,yes
1071917,Female or unknown,Asian,yes,yes
1071919,Female or unknown,Mixed,yes,yes
1074392,Female or unknown,Other or unknown,yes,no
1085815,Female or unknown,Mixed,yes,yes
1030678,Female or unknown,Black,yes,yes
1030717,Female or unknown,Black,yes,yes
1030742,Female or unknown,Black,yes,yes
1030762,Female or unknown,Mixed,yes,yes
1030775,Female or unknown,Black,yes,yes
1030794,Female or unknown,Black,yes,yes
1030809,Female or unknown,Black,yes,yes
1030811,Female or unknown,Black,yes,yes
1030821,Female or unknown,Black,yes,yes
1030824,Female or unknown,White,no,yes
1030827,Female or unknown,Asian,yes,yes
1036508,Female or unknown,White,no,yes
1036510,Female or unknown,White,no,yes
1036560,Female or unknown,White,no,yes
1036582,Female or unknown,White,no,yes
1043995,Female or unknown,Black,yes,no
1044001,Female or unknown,Black,yes,no
1048837,Female or unknown,Mixed,yes,no
1065377,Female or unknown,Black,yes,yes
1077127,Female or unknown,White,no,no
1024091,Female or unknown,White,no,no
1024097,Female or unknown,White,no,no
1024118,Female or unknown,White,no,no
1024133,Female or unknown,White,no,no
1031211,Female or unknown,White,no,yes
1031232,Female or unknown,White,no,yes
1031244,Female or unknown,White,no,yes
1031245,Female or unknown,White,no,yes
1033079,Female or unknown,Asian,yes,no
1033082,Female or unknown,Mixed,yes,no
1033125,Female or unknown,Asian,yes,no
1033130,Female or unknown,Asian,yes,no
1033142,Female or unknown,Black,yes,no
1042217,Female or unknown,Asian,yes,yes
1042223,Female or unknown,Black,yes,yes
1042230,Female or unknown,Black,yes,yes
1042249,Female or unknown,Asian,yes,yes
1042272,Female or unknown,Other or unknown,yes,yes
1042291,Female or unknown,Asian,yes,yes
1042303,Female or unknown,Asian,yes,yes
1071002,Female or unknown,White,no,yes
1071008,Female or unknown,White,no,yes
1071009,Female or unknown,White,no,yes
1071767,Female or unknown,Mixed,yes,no
1071771,Female or unknown,Other or unknown,yes,no
1077175,Female or unknown,Asian,yes,yes
1021473,Female or unknown,White,no,yes
1021506,Female or unknown,White,no,yes
1021518,Female or unknown,White,no,yes
1021561,Female or unknown,White,no,yes
1025126,Female or unknown,Black,yes,no
1025145,Female or unknown,Black,yes,no
1025151,Female or unknown,Other or unknown,yes,no
1044287,Female or unknown,White,no,yes
1049250,Female or unknown,Black,yes,yes
1049258,Female or unknown,Black,yes,yes
1049263,Female or unknown,Black,yes,yes
1049295,Female or unknown,Black,yes,yes
1049304,Female or unknown,Black,yes,yes
1049307,Female or unknown,Black,yes,yes
1049340,Female or unknown,Black,yes,yes
1049351,Female or unknown,Asian,yes,yes
1049369,Female or unknown,Mixed,yes,yes
1049396,Female or unknown,Black,yes,yes
1049402,Female or unknown,Black,yes,yes
1049406,Female or unknown,Mixed,yes,yes
1049408,Female or unknown,Other or unknown,yes,yes
1049415,Female or unknown,Black,yes,yes
1049417,Female or unknown,Mixed,yes,yes
1071722,Female or unknown,Black,yes,yes
1071730,Female or unknown,Black,yes,yes
1005854,Female or unknown,White,no,no
1005890,Female or unknown,White,no,no
1005919,Female or unknown,White,no,no
1005931,Female or unknown,White,no,no
1007755,Female or unknown,Other or unknown,yes,no
1007772,Female or unknown,Other or unknown,yes,no
1007798,Female or unknown,Black,yes,no
1007799,Female or unknown,Black,yes,no
1007814,Female or unknown,Mixed,yes,no
1013665,Female or unknown,White,no,yes
1013672,Female or unknown,White,no,yes
1016041,Female or unknown,Black,yes,yes
1016062,Female or unknown,Asian,yes,yes
1016075,Female or unknown,Asian,yes,yes
1021330,Female or unknown,Asian,yes,no
1021336,Female or unknown,Black,yes,no
1031573,Female or unknown,Black,yes,yes
1055309,Female or unknown,Asian,yes,yes
1055322,Female or unknown,Black,yes,yes
1055354,Female or unknown,Black,yes,yes
1055424,Female or unknown,Black,yes,yes
1055468,Female or unknown,Asian,yes,yes
1055488,Female or unknown,Asian,yes,yes
1055494,Female or unknown,Black,yes,yes
1055512,Female or unknown,Black,yes,yes
1055522,Female or unknown,Black,yes,yes
1055531,Female or unknown,Black,yes,yes
1055561,Female or unknown,Asian,yes,yes
1072810,Female or unknown,Mixed,yes,yes
1072812,Female or unknown,Asian,yes,yes
1072845,Female or unknown,Asian,yes,yes
1072865,Female or unknown,Mixed,yes,yes
1072884,Female or unknown,Black,yes,yes
1072934,Female or unknown,Asian,yes,yes
1072939,Female or unknown,Asian,yes,yes
1073014,Female or unknown,White,no,yes
1073034,Female or unknown,Other or unknown,yes,yes
1073040,Female or unknown,White,no,yes
1073046,Female or unknown,White,no,yes
1033229,Female or unknown,Black,yes,yes
1033248,Female or unknown,Mixed,yes,yes
1033255,Female or unknown,Asian,yes,yes
1033261,Female or unknown,Asian,yes,yes
1033275,Female or unknown,Mixed,yes,yes
1040405,Female or unknown,Asian,yes,yes
1040427,Female or unknown,Mixed,yes,yes
1040434,Female or unknown,Asian,yes,yes
1040459,Female or unknown,Black,yes,yes
1040525,Female or unknown,Black,yes,yes
1040577,Female or unknown,Black,yes,yes
1043976,Female or unknown,Other or unknown,yes,yes
1043982,Female or unknown,White,no,yes
1043992,Female or unknown,White,no,yes
1044584,Female or unknown,White,no,no
1050336,Female or unknown,White,no,yes
1050337,Female or unknown,White,no,yes
1050342,Female or unknown,White,no,yes
1050344,Female or unknown,White,no,yes
1050404,Female or unknown,White,no,yes
1050437,Female or unknown,White,no,yes
1002506,Female or unknown,White,no,yes
1004025,Female or unknown,White,no,yes
1008722,Female or unknown,Asian,yes,yes
1008746,Female or unknown,Asian,yes,yes
1008754,Female or unknown,Other or unknown,yes,yes
1008774,Female or unknown,Black,yes,yes
1008776,Female or unknown,Black,yes,yes
1008780,Female or unknown,Asian,yes,yes
1008784,Female or unknown,Black,yes,yes
1010640,Female or unknown,Black,yes,yes
1025434,Female or unknown,Mixed,yes,yes
1025439,Female or unknown,Mixed,yes,yes
1025442,Female or unknown,Black,yes,yes
1025452,Female or unknown,Black,yes,yes
1025455,Female or unknown,Other or unknown,yes,yes
1025475,Female or unknown,Black,yes,yes
1025490,Female or unknown,Black,yes,yes
1025493,Female or unknown,Asian,yes,yes
1025545,Female or unknown,Black,yes,yes
1038533,Female or unknown,White,no,yes
1038553,Female or unknown,White,no,yes
1044114,Female or unknown,Black,yes,yes
1044116,Female or unknown,Asian,yes,yes
1044137,Female or unknown,Mixed,yes,yes
1044144,Female or unknown,Other or unknown,yes,yes
1044151,Female or unknown,Asian,yes,yes
1044163,Female or unknown,Mixed,yes,yes
1044173,Female or unknown,Black,yes,yes
1044178,Female or unknown,Black,yes,yes
1044185,Female or unknown,Black,yes,yes
1044188,Female or unknown,Black,yes,yes
1059068,Female or unknown,Other or unknown,yes,yes
1016786,Female or unknown,White,no,yes
1016793,Female or unknown,White,no,yes
1022089,Female or unknown,Other or unknown,yes,yes
1050193,Female or unknown,White,no,yes
1060817,Female or unknown,Black,yes,yes
1060823,Female or unknown,Black,yes,yes
1028943,Female or unknown,White,no,yes
1028951,Female or unknown,White,no,yes
1028955,Female or unknown,White,no,yes
1028974,Female or unknown,White,no,yes
1029027,Female or unknown,White,no,yes
1043297,Female or unknown,Black,yes,yes
1043315,Female or unknown,Black,yes,yes
1043334,Female or unknown,Black,yes,yes
1043348,Female or unknown,Black,yes,yes
1043373,Female or unknown,Other or unknown,yes,yes
1043378,Female or unknown,Black,yes,yes
1043382,Female or unknown,Black,yes,yes
1043384,Female or unknown,Asian,yes,yes
1043388,Female or unknown,Black,yes,yes
1043399,Female or unknown,Mixed,yes,yes
1070707,Female or unknown,White,no,yes
1070717,Female or unknown,White,no,yes
1078616,Female or unknown,Black,yes,yes
1078631,Female or unknown,Black,yes,yes
1078642,Female or unknown,Mixed,yes,yes
1078648,Female or unknown,Black,yes,yes
1078649,Female or unknown,Mixed,yes,yes
1004065,Female or unknown,White,no,yes
1004069,Female or unknown,White,no,yes
1004073,Female or unknown,White,no,yes
1004096,Female or unknown,Other or unknown,yes,yes
1004116,Female or unknown,White,no,yes
1004120,Female or unknown,White,no,yes
1004122,Female or unknown,White,no,yes
1014339,Female or unknown,Other or unknown,yes,yes
1014355,Female or unknown,Asian,yes,yes
1014365,Female or unknown,Asian,yes,yes
1014370,Female or unknown,Mixed,yes,yes
1014372,Female or unknown,Black,yes,yes
1014377,Female or unknown,Asian,yes,yes
1014388,Female or unknown,Black,yes,yes
1014963,Female or unknown,Other or unknown,yes,yes
1027003,Female or unknown,Mixed,yes,yes
1027005,Female or unknown,Other or unknown,yes,yes
1027014,Female or unknown,Asian,yes,yes
1027029,Female or unknown,Other or unknown,yes,yes
1014170,Female or unknown,Black,yes,yes
1021428,Female or unknown,Other or unknown,yes,yes
1021430,Female or unknown,Other or unknown,yes,yes
1021456,Female or unknown,Mixed,yes,yes
1021470,Female or unknown,Black,yes,yes
1076731,Female or unknown,Mixed,yes,yes
1082335,Female or unknown,White,no,yes
1082338,Female or unknown,White,no,yes
1015335,Female or unknown,White,no,yes
1015360,Female or unknown,White,no,yes
1015361,Female or unknown,White,no,yes
1031270,Female or unknown,White,no,yes
1031272,Female or unknown,White,no,yes
1047501,Female or unknown,Black,yes,yes
1047522,Female or unknown,Black,yes,yes
1047535,Female or unknown,Black,yes,yes
1047562,Female or unknown,Black,yes,yes
1047576,Female or unknown,Other or unknown,yes,yes
1047587,Female or unknown,Mixed,yes,yes
1047622,Female or unknown,Black,yes,yes
1070366,Female or unknown,Black,yes,yes
1070368,Female or unknown,Asian,yes,yes
1070398,Female or unknown,Other or unknown,yes,yes
1070400,Female or unknown,Mixed,yes,yes
1070428,Female or unknown,Black,yes,yes
1075283,Female or unknown,Black,yes,no
1010619,Female or unknown,Black,yes,no
1026582,Female or unknown,Asian,yes,yes
1026604,Female or unknown,Black,yes,yes
1026639,Female or unknown,Black,yes,yes
1026660,Female or unknown,Mixed,yes,yes
1026679,Female or unknown,Other or unknown,yes,yes
1026709,Female or unknown,Black,yes,yes
1026710,Female or unknown,Black,yes,yes
1026711,Female or unknown,Black,yes,yes
1026721,Female or unknown,Black,yes,yes
1026768,Female or unknown,Asian,yes,yes
1030038,Female or unknown,Black,yes,yes
1030039,Female or unknown,Black,yes,yes
1030083,Female or unknown,Black,yes,yes
1030094,Female or unknown,Black,yes,yes
1037798,Female or unknown,White,no,yes
1037802,Female or unknown,White,no,yes
1037807,Female or unknown,Other or unknown,yes,yes
1037811,Female or unknown,White,no,yes
1037816,Female or unknown,White,no,yes
1037817,Female or unknown,White,no,yes
1037828,Female or unknown,White,no,yes
1060406,Female or unknown,Black,yes,yes
1017335,Female or unknown,Asian,yes,yes
1017351,Female or unknown,Asian,yes,yes
1017376,Female or unknown,Asian,yes,yes
1017398,Female or unknown,Asian,yes,yes
1017463,Female or unknown,Asian,yes,yes
1017465,Female or unknown,Mixed,yes,yes
1019628,Female or unknown,White,no,no
1023771,Female or unknown,White,no,yes
1037296,Female or unknown,Asian,yes,yes
1037337,Female or unknown,Black,yes,yes
1037346,Female or unknown,Black,yes,yes
1037371,Female or unknown,Asian,yes,yes
1037382,Female or unknown,Asian,yes,yes
1037390,Female or unknown,Asian,yes,yes
1037392,Female or unknown,Asian,yes,yes
1037439,Female or unknown,Asian,yes,yes
1037462,Female or unknown,Other or unknown,yes,yes
1037463,Female or unknown,Black,yes,yes
1003108,Female or unknown,White,no,no
1003120,Female or unknown,Mixed,yes,no
1014915,Female or unknown,Black,yes,no
1014952,Female or unknown,Other or unknown,yes,no
1020578,Female or unknown,White,no,no
1023654,Female or unknown,Asian,yes,yes
1023655,Female or unknown,Asian,yes,yes
1023684,Female or unknown,Black,yes,yes
1023696,Female or unknown,Black,yes,yes
1023706,Female or unknown,Black,yes,yes
1023743,Female or unknown,Black,yes,yes
1033071,Female or unknown,White,no,yes
1039619,Female or unknown,Black,yes,no
1007414,Female or unknown,White,no,yes
1007431,Female or unknown,White,no,yes
1007433,Female or unknown,White,no,yes
1013469,Female or unknown,Asian,yes,yes
1013509,Female or unknown,Black,yes,yes
1013517,Female or unknown,Black,yes,yes
1033873,Female or unknown,White,no,yes
1033875,Female or unknown,Asian,yes,yes
1033903,Female or unknown,Black,yes,yes
1043465,Female or unknown,Asian,yes,no
1043469,Female or unknown,Asian,yes,no
1006324,Female or unknown,White,no,no
1006361,Female or unknown,White,no,no
1006392,Female or unknown,Other or unknown,yes,no
1006398,Female or unknown,White,no,no
1006466,Female or unknown,White,no,no
1006470,Female or unknown,White,no,no
1006471,Female or unknown,White,no,no
1012700,Female or unknown,Asian,yes,no
1012703,Female or unknown,Asian,yes,no
1012713,Female or unknown,Black,yes,no
1012736,Female or unknown,Mixed,yes,no
1023863,Female or unknown,White,no,yes
1023866,Female or unknown,White,no,yes
1023870,Female or unknown,White,no,yes
1032095,Female or unknown,Asian,yes,yes
1032096,Female or unknown,Asian,yes,yes
1032098,Female or unknown,Asian,yes,yes
1032107,Female or unknown,Asian,yes,yes
1083829,Female or unknown,Asian,yes,yes
1083832,Female or unknown,Black,yes,yes
1083835,Female or unknown,Mixed,yes,yes
1039957,Female or unknown,Black,yes,no
1039962,Female or unknown,Asian,yes,no
1039974,Female or unknown,Black,yes,no
1039995,Female or unknown,Black,yes,no
1040008,Female or unknown,Mixed,yes,no
1048214,Female or unknown,Mixed,yes,yes
1048217,Female or unknown,Black,yes,yes
1048223,Female or unknown,Black,yes,yes
1048234,Female or unknown,Black,yes,yes
1048258,Female or unknown,Black,yes,yes
1048259,Female or unknown,Black,yes,yes
1048955,Female or unknown,White,no,no
1048987,Female or unknown,White,no,no
1048988,Female or unknown,White,no,no
1049037,Female or unknown,White,no,no
1049038,Female or unknown,White,no,no
1049058,Female or unknown,White,no,no
1049118,Female or unknown,White,no,no
1049133,Female or unknown,White,no,no
