pid,recordedDate,surveyDuration,age,gender,ethnicity,birthCountry,residenceCountry,nationality,primaryLanguage,employment,eduLevel,csas,affectiveValence_1,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14
p4221,2024-04-27T18:20:47Z,1028,42,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,2,30,1,2,1,2,3,2,1,2,3,2,1,1,4,1
p4239,2024-04-05T18:15:21Z,1125,27,Woman,Mixed,Japan,United States,United States,English,Working part-time,University Bachelors Degree,6,62,4,3,3,3,4,3,4,3,3,3,3,3,4,3
p4258,2024-02-13T00:45:30Z,1001,33,Woman,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,90,4,3,2,4,3,4,4,4,3,3,4,3,5,4
p4263,2024-02-28T18:10:24Z,611,40,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,94,5,4,4,5,5,5,5,5,5,5,5,5,5,5
p4276,2024-02-12T19:22:09Z,1562,26,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,2,80,3,3,2,3,3,4,4,3,4,4,3,3,3,2
p4290,2024-02-12T18:34:14Z,1615,28,Woman,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,Vocational or Similar,3,57,3,2,4,4,1,5,5,1,1,4,3,3,3,4
p4293,2024-03-11T19:59:44Z,608,27,Man,Asian,United States,United States,United States,English,Not currently employed,Some University but no degree,4,70,3,3,3,3,4,3,3,3,3,3,3,4,3,3
p4301,2024-02-12T22:40:05Z,700,39,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,6,60,2,2,1,4,4,4,2,3,2,3,2,3,4,2
p4308,2024-02-12T19:41:08Z,762,42,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,4,40,3,3,1,3,4,3,3,2,4,4,2,3,4,3
p4317,2024-04-09T12:53:30Z,734,25,Man,White,United States,United States,United States,English,Student,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,65,3,3,2,2,3,3,4,3,4,3,2,2,3,3
p4322,2024-02-29T08:52:43Z,850,25,Man,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,4,40,2,2,4,2,3,3,3,2,2,2,2,2,2,2
p4332,2024-05-04T14:54:27Z,1040,23,Woman,Asian,United States,United States,United States,English,Student,University Bachelors Degree,7,75,2,3,1,4,1,4,1,2,2,2,2,2,5,2
p4335,2024-02-12T16:58:34Z,1135,33,Woman,Black,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,91,4,4,4,4,3,5,5,4,3,4,5,4,5,5
p4340,2024-02-12T20:21:06Z,504,25,Non-binary,Black,United States,United States,United States,English,Not currently employed,Some University but no degree,3,60,3,4,4,4,5,4,4,3,5,3,4,4,5,4
p4346,2024-02-12T16:34:59Z,636,47,Woman,White,United States,United States,United States,English,Self-employed,Some University but no degree,4,65,3,2,2,3,1,4,4,3,4,2,2,1,1,2
p4348,2024-02-12T21:08:24Z,700,26,Woman,Mixed,United States,United States,United States,English,Student,Vocational or Similar,6,80,4,4,4,3,4,2,2,2,3,4,2,3,4,4
p4360,2024-04-11T22:46:55Z,2942,39,Woman,Black,United States,United States,United States,English,Working part-time,Some University but no degree,8,59,4,4,3,5,3,4,4,4,4,4,4,5,3,5
p4361,2024-02-13T21:34:50Z,454,24,Man,Asian,United States,United States,United States,English,Student,Some University but no degree,2,78,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p4368,2024-02-12T21:59:38Z,617,39,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,7,83,3,4,4,5,4,5,4,3,4,4,3,3,5,3
p4369,2024-02-16T17:51:54Z,281,25,Man,White,United States,United States,United States,English,Student,University Bachelors Degree,8,100,5,4,4,4,4,4,4,4,4,4,4,4,4,4
p4377,2024-02-13T21:17:34Z,2742,24,Man,Black,United States,United States,United States,English,Working full-time,Completed Secondary School,9,91,4,4,5,4,4,4,5,5,5,4,5,5,5,4
p4382,2024-02-12T19:44:29Z,711,23,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,3,44,2,2,4,4,4,4,5,4,4,4,3,5,2,3
p4385,2024-02-13T03:14:31Z,593,28,Woman,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,22,1,2,2,3,1,4,3,1,3,2,1,1,2,1
p4397,2024-04-18T15:45:23Z,534,38,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,37,3,3,2,2,2,2,3,2,2,2,2,2,3,2
p4399,2024-03-20T03:09:01Z,1345,28,Woman,Mixed,Sint Maarten (Dutch part),United States,United States,English,Not currently employed,Vocational or Similar,5,56,3,3,1,3,3,4,4,2,4,2,2,3,2,3
p4405,2024-02-12T23:33:52Z,688,33,Woman,White,United States,United States,United States,English,Working part-time,Vocational or Similar,6,60,5,2,1,3,3,3,4,3,4,3,2,2,5,4
p4407,2024-02-12T16:00:14Z,669,36,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,66,3,2,2,4,3,4,5,4,2,2,3,3,5,3
p4428,2024-02-14T21:39:16Z,672,41,Man,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,14,2,2,2,3,3,3,2,2,2,3,3,3,3,3
p4430,2024-02-12T19:25:57Z,1277,42,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,1,70,3,3,2,2,3,3,2,2,3,4,2,2,4,2
p4435,2024-02-12T19:02:50Z,955,41,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,71,3,3,3,4,3,4,3,3,3,4,3,3,4,3
p4438,2024-02-13T00:17:04Z,804,28,Man,White,United States,United States,United States,English,Working part-time,Some University but no degree,6,70,2,3,1,4,3,2,3,4,3,4,3,3,4,2
p4443,2024-02-21T20:58:44Z,437,30,Woman,White,United States,United States,United States,Russian,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,45,2,1,2,3,4,4,2,3,4,2,3,2,5,3
p4444,2024-02-12T20:58:49Z,1014,29,Non-binary,Asian,United States,United States,United States,English,Not currently employed,University Bachelors Degree,4,55,3,4,3,3,3,2,3,2,3,3,3,3,3,3
p4445,2024-02-12T19:10:51Z,1208,31,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,90,4,3,5,3,3,5,3,3,3,3,3,3,4,4
p4448,2024-04-04T17:28:33Z,433,21,Man,White,United States,United States,United States,English,Student,Vocational or Similar,2,12,1,1,1,3,2,3,2,2,4,2,2,1,1,2
p4449,2024-02-20T14:14:52Z,1119,29,Woman,Black,United States,United States,United States,English,Not currently employed,University Bachelors Degree,6,50,2,2,2,2,2,3,3,2,2,3,2,3,3,2
p4480,2024-04-20T04:11:56Z,1075,28,Man,Black,United States,United States,United States,English,Student,Vocational or Similar,8,90,4,4,2,3,3,3,3,5,3,3,4,3,5,4
p4481,2024-02-13T03:30:57Z,1178,33,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,42,2,3,1,3,3,3,3,3,2,4,3,3,3,3
p4486,2024-02-16T00:53:35Z,1433,36,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,3,50,1,2,1,3,3,3,3,2,1,3,1,2,2,2
p4494,2024-02-13T02:35:40Z,1152,25,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,50,3,2,2,3,5,4,4,4,4,3,3,3,5,4
p4510,2024-03-20T16:06:37Z,482,40,Man,Mixed,United States,United States,United States,English,Working part-time,Some University but no degree,5,67,3,3,2,4,3,4,2,4,3,3,4,3,3,4
p4511,2024-03-26T00:02:15Z,997,30,Man,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p4536,2024-02-20T00:50:19Z,638,29,Woman,Other,United States,United States,United States,English,Not currently employed,Some University but no degree,4,27,2,1,1,1,1,1,3,1,4,1,1,1,2,1
p4539,2024-02-12T17:29:18Z,1261,25,Man,White,United States,United States,United States,English,Working part-time,Some University but no degree,5,20,2,3,2,3,2,4,1,2,2,3,2,2,4,2
p4544,2024-02-12T18:56:41Z,674,40,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,19,2,2,2,3,2,2,3,2,3,2,2,2,2,2
p4553,2024-02-13T04:04:10Z,492,20,Woman,Black,United States,United States,United States,English,Working full-time,Some University but no degree,5,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3
p4556,2024-04-07T12:37:01Z,769,25,Man,Black,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,70,2,4,5,5,2,5,3,3,2,5,3,3,2,3
p4558,2024-02-17T22:58:13Z,680,31,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,25,1,1,1,1,3,5,2,1,2,1,1,1,4,2
p4561,2024-02-12T16:47:51Z,536,27,Woman,Other,United States,United States,United States,English,Working full-time,Completed Secondary School,6,60,4,4,4,4,5,4,4,4,4,4,4,4,4,4
p4567,2024-02-14T00:41:11Z,603,25,Woman,White,United States,United States,United States,English,Student,University Bachelors Degree,7,70,4,3,2,4,2,4,3,4,2,4,4,4,3,4
p4573,2024-04-03T04:14:46Z,722,33,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,65,3,3,4,5,4,5,5,4,5,4,3,3,3,3
p4583,2024-02-12T21:07:59Z,1186,30,Non-binary,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,4,90,4,4,4,4,3,4,3,4,4,4,4,3,4,4
p4584,2024-02-15T20:14:32Z,566,33,Non-binary,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,88,3,3,3,4,3,4,3,4,3,3,4,4,5,3
p4588,2024-03-09T01:25:43Z,356,25,Woman,Asian,Korea,United States,United States,Korean,Working full-time,University Bachelors Degree,7,61,3,3,2,4,3,5,4,4,2,3,3,4,5,3
p4593,2024-02-12T17:06:24Z,1016,23,Woman,Mixed,United States,United States,United States,English,Student,University Bachelors Degree,4,81,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p4595,2024-02-12T16:35:54Z,1124,21,Woman,Black,Kenya,United States,United States,English,Working part-time,Completed Secondary School,2,23,2,1,3,1,2,3,3,2,2,5,1,1,2,2
p4610,2024-02-14T03:25:16Z,633,35,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,40,1,2,4,3,2,3,2,2,2,2,2,3,3,2
p4613,2024-02-13T02:36:53Z,684,31,Woman,Mixed,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,3,60,3,3,2,3,3,3,3,3,3,2,3,2,3,3
p4618,2024-02-13T02:01:05Z,1033,25,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,4,30,1,2,2,2,1,1,3,1,4,2,1,1,3,2
p4621,2024-02-14T01:16:28Z,669,23,Man,Mixed,United States,United States,United States,English,Student,University Bachelors Degree,3,10,2,2,2,3,4,3,3,2,4,2,2,2,4,2
p4626,2024-04-18T22:42:00Z,1345,34,Woman,Mixed,United States,United States,United States,English,Working full-time,Some University but no degree,5,51,3,3,3,5,4,5,4,3,5,4,3,3,5,3
p4629,2024-02-12T18:10:00Z,3067,39,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,80,4,4,3,3,4,4,4,4,4,4,4,4,4,3
p4638,2024-02-13T01:27:33Z,1386,28,Woman,Asian,United States,United States,United States,English,Working full-time,Vocational or Similar,4,60,2,2,2,4,3,3,3,3,3,2,1,1,3,3
p4639,2024-02-12T16:50:27Z,864,33,Man,Mixed,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,2,52,2,2,2,4,2,4,2,4,2,3,3,4,4,2
p4649,2024-02-12T21:32:19Z,637,31,Woman,White,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,77,5,5,4,5,4,5,5,4,4,4,4,5,4,4
p4650,2024-02-13T02:15:38Z,1001,37,Man,White,United States,United States,United States,English,Working part-time,Some University but no degree,2,47,4,2,2,4,3,5,4,4,3,4,5,2,2,3
p4652,2024-02-19T01:00:24Z,3119,27,Man,White,United States,United States,United States,English,Working part-time,Some University but no degree,2,70,3,2,4,4,4,5,5,3,3,3,2,3,5,3
p4658,2024-02-16T18:03:20Z,766,32,Woman,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,91,4,4,3,4,4,4,4,3,4,4,4,4,4,4
p4663,2024-02-13T03:18:37Z,1249,22,Man,White,United States,United States,United States,English,Self-employed,Completed Secondary School,4,70,3,1,2,2,5,4,4,2,5,4,3,2,5,3
p4676,2024-02-22T19:27:29Z,1588,22,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,6,75,3,3,2,3,4,3,4,3,3,3,3,3,5,3
p4678,2024-04-03T10:39:23Z,412,28,Woman,Other,United States,United States,United States,English,Not currently employed,Some University but no degree,2,100,3,1,1,1,1,2,1,1,3,1,2,1,1,1
p4683,2024-02-12T18:42:32Z,598,18,Woman,Other,United States,United States,United States,English,Not currently employed,Some University but no degree,3,50,2,3,4,3,2,4,3,1,4,3,2,1,2,2
p4700,2024-02-12T15:15:25Z,1083,37,Man,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,72,4,4,3,4,5,4,4,3,3,5,4,4,4,4
p4703,2024-03-18T14:26:35Z,596,38,Man,Other,United States,United States,United States,English,Working full-time,Completed Secondary School,3,91,3,4,4,4,4,3,5,3,4,4,4,3,3,3
p4705,2024-02-14T14:41:07Z,487,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,85,3,2,2,4,3,4,3,3,3,4,3,3,3,3
p4709,2024-03-22T10:10:06Z,618,32,Non-binary,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,0,10,2,3,2,3,3,2,3,2,2,2,2,2,3,2
p4715,2024-04-02T00:59:01Z,1492,30,Man,Black,United States,United States,United States,English,Working full-time,Some University but no degree,2,65,2,3,2,2,2,4,2,2,3,3,2,3,2,2
p4721,2024-04-19T19:38:22Z,599,41,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,90,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p4730,2024-04-22T14:18:13Z,929,41,Man,White,United States,United States,United States,English,Not currently employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,55,3,2,2,3,2,3,3,2,3,3,3,2,2,3
p4738,2024-02-26T02:52:13Z,907,31,Man,White,Germany,United States,United States,English,Working full-time,University Bachelors Degree,8,70,3,4,3,4,3,4,1,4,2,3,4,3,4,3
p4740,2024-02-28T05:05:22Z,499,33,Man,Asian,United States,United States,United States,English,Working full-time,Some University but no degree,3,71,3,2,3,3,2,3,4,3,3,3,2,3,3,2
p4742,2024-04-29T11:14:32Z,970,21,Man,Other,El Salvador,United States,El Salvador,Spanish,Working part-time,Some University but no degree,0,25,1,3,3,1,1,1,3,1,1,1,1,1,1,3
p4744,2024-03-27T19:00:09Z,440,41,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,7,66,4,4,3,4,3,3,3,3,3,4,3,2,4,4
p4747,2024-03-03T03:41:36Z,701,32,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,3,81,4,3,4,3,4,3,4,2,3,3,2,3,4,3
p4749,2024-02-14T22:05:23Z,851,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,3,4,3,4,3,4,3,4,3,4,4,3,4,3
p4758,2024-04-05T15:48:30Z,539,27,Woman,White,United States,United States,United States,English,Working full-time,Vocational or Similar,4,70,2,3,2,3,2,2,3,3,1,3,2,2,4,3
p4762,2024-03-04T01:22:58Z,852,30,Woman,White,United States,United States,United States,English,Self-employed,Some University but no degree,3,75,3,2,3,3,3,3,3,2,3,2,3,2,3,3
p4764,2024-02-12T15:14:01Z,626,21,Man,White,United States,United States,United States,English,Student,Some University but no degree,4,35,3,3,3,2,2,2,3,2,2,3,1,2,2,2
p4766,2024-02-13T15:27:14Z,575,31,Man,White,United States,United States,United States,English,Not currently employed,Vocational or Similar,2,13,1,1,1,1,2,3,1,2,2,1,2,1,2,1
p4783,2024-03-19T14:10:52Z,1026,41,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,60,5,3,3,3,4,3,4,4,4,2,3,3,5,3
p4786,2024-05-01T05:25:46Z,643,20,Man,Mixed,United States,United States,United States,English,Student,Some University but no degree,3,41,2,1,1,3,3,3,3,3,3,2,2,3,3,2
p4800,2024-02-13T01:20:37Z,779,29,Woman,Other,United States,United States,Peru,English,Working full-time,University Bachelors Degree,4,65,2,3,2,4,4,5,4,3,4,4,3,3,5,3
p4802,2024-04-23T23:54:11Z,1181,49,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,2,52,2,2,1,1,2,1,3,2,1,2,1,2,1,1
p4807,2024-02-14T15:03:42Z,724,24,Man,Black,United States,United States,United States,English,Working full-time,Some University but no degree,5,70,3,4,4,3,3,4,3,3,3,3,3,3,3,3
p4811,2024-02-12T17:56:24Z,485,40,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,90,4,3,4,4,3,5,5,4,3,4,4,4,3,4
p4825,2024-04-18T16:22:45Z,1978,30,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,7,80,4,3,3,4,4,4,3,3,3,4,3,3,4,3
p4830,2024-02-14T03:28:19Z,724,22,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,70,3,2,2,4,5,5,2,5,5,5,5,4,5,3
p4836,2024-02-12T20:18:58Z,756,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,80,3,4,4,4,4,5,4,4,4,4,3,3,4,4
p4839,2024-02-13T19:25:15Z,955,31,Woman,Black,United States,United States,United States,English,Disabled,Completed Secondary School,5,75,3,4,2,2,4,3,3,2,3,4,3,3,4,3
p4841,2024-02-15T19:09:33Z,589,32,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,5,66,3,2,2,3,3,3,3,3,3,3,2,2,5,3
p4848,2024-04-03T18:10:54Z,653,21,Woman,White,United States,United States,United States,English,Student,Some University but no degree,5,75,4,3,4,4,4,4,2,3,4,3,3,3,4,4
